Name,Author,Publisher,Rating,Review Count,Sale Rank,Original Price,Sale Price,category
2025 전한길 한국사 3.0 기출문제집,전한길 저,메가스터디교육(공무원),10.0,29,"| 판매지수 23,217 판매지수란?","30,000원","27,000원",공무원
원피스 ONE PIECE 108,오다 에이이치로 글그림,대원,9.7,209,"| 판매지수 68,001 판매지수란?","5,500원","4,950원",액션
고요한 우연,김수빈 저,문학동네,9.7,133,"| 판매지수 55,647 판매지수란?","12,500원","11,250원",청소년 문학
[예스리커버] 프레임,최인철 저,21세기북스,9.6,150,"| 판매지수 67,644 판매지수란?","22,000원","19,800원",처세술/삶의 자...
용의자 X의 헌신,히가시노 게이고 저/양억관 역,재인,9.5,323,"| 판매지수 48,135 판매지수란?","18,800원","16,920원",장르소설
면도날,윌리엄 서머싯 몸 저/안진환 역,민음사,9.7,207,"| 판매지수 34,329 판매지수란?","13,000원","11,700원",영미소설
소년이 온다 1 (큰글자책),한강 저,창비,6.6,7,"| 판매지수 19,956 판매지수란?","19,000원","19,000원",한국소설
이찬원의 커튼콜,조성진 저,북오션,10.0,4,"| 판매지수 10,728 판매지수란?","20,000원","18,000원",대중음악
열혈강호 91,전극진 글/양재현 그림,대원,9.6,50,"| 판매지수 34,689 판매지수란?","5,500원","4,950원",액션
츠츠츠츠,이지은 글그림,사계절,9.9,67,"| 판매지수 51,441 판매지수란?","16,800원","15,120원",4-6세
역행자 확장판,자청 저,웅진지식하우스,8.5,911,"| 판매지수 170,160 판매지수란?","19,500원","17,550원",성공학/경력관리
삐뽀삐뽀 119 이유식,하정훈 저,유니책방,9.8,113,"| 판매지수 79,971 판매지수란?","18,900원","17,010원",육아
동물농장,조지 오웰 저/도정일 역,민음사,9.5,684,"| 판매지수 66,144 판매지수란?","8,000원","7,200원",영미소설
"도망가자, 바다면 더 좋고",맺음 저,일단,9.6,5,"| 판매지수 14,865 판매지수란?","17,000원","15,300원",한국 에세이
난처한 미술 이야기 8,양정무 저,사회평론,10.0,20,"| 판매지수 19,830 판매지수란?","28,000원","25,200원",미술
0세~10세 영어 원서 필독서 100,고은영 저,센시오,10.0,12,"| 판매지수 5,322 판매지수란?","22,000원","19,800원",자녀교육
"디즈니, 픽사 베스트 컬렉션 - 인사이드 아웃 2 Inside Out 2",라이언 박 해설,길벗이지톡,10.0,11,"| 판매지수 25,191 판매지수란?","26,000원","23,400원",영어
지금 사랑한다고 말하세요,김창옥 저,수오서재,9.9,45,"| 판매지수 26,028 판매지수란?","18,000원","16,200원",처세술/삶의 자...
와일드 로봇의 보호,피터 브라운 글그림/이정희 역,거북이북스,10.0,17,"| 판매지수 17,460 판매지수란?","16,800원","15,120원",5-6학년
도시와 그 불확실한 벽,무라카미 하루키 저/홍은주 역,문학동네,9.2,664,"| 판매지수 138,357 판매지수란?","19,500원","17,550원",일본소설
일본어 문법 무작정 따라하기,후지이 아사리 저,길벗이지톡,9.5,104,"| 판매지수 51,957 판매지수란?","26,000원","23,400원",일본어
이토록 친밀한 배신자,마사 스타우트 저/이원천 역,사계절,9.7,40,"| 판매지수 12,996 판매지수란?","16,800원","15,120원",심리
"그리다가, 뭉클",이기주 저,터닝페이지,9.9,144,"| 판매지수 39,924 판매지수란?","18,500원","16,650원",예술 에세이
인형 이야기,루머 고든 글/폴린 베인스 그림/햇살과나무꾼 역,비룡소,10.0,9,"| 판매지수 15,390 판매지수란?","15,000원","13,500원",3-4학년
든든한 수프 상담소,"김은채, 김은화, 방혜리 저",피치북스,9.7,130,"| 판매지수 3,090 판매지수란?","16,800원","15,120원",한국 에세이
피벗의 시대 2025년 경제전망,김광석 저,이든하우스,8.9,7,"| 판매지수 33,111 판매지수란?","20,000원","18,000원",경제
"배당투자, 나는 50에 은퇴했다",쭈압(정영주) 저,체인지업,9.1,51,"| 판매지수 37,890 판매지수란?","19,800원","17,820원",투자/재테크
히든 픽처스,제이슨 르쿨락 저/유소영 역,문학수첩,9.7,43,"| 판매지수 20,937 판매지수란?","14,000원","12,600원",장르소설
이동 평균선 투자법,고지로 강사 저/김정환 역,이레미디어,9.1,120,"| 판매지수 63,060 판매지수란?","17,000원","15,300원",투자/재테크
흐르는 강물처럼,셸리 리드 저/김보람 역,다산책방,9.7,795,"| 판매지수 70,389 판매지수란?","17,000원","15,300원",영미소설
NEW 미꽃체 손글씨 노트,최현미 저,시원북스,9.5,107,"| 판매지수 82,149 판매지수란?","16,700원","15,030원",취미기타
네 기분은 어떤 색깔이니?,최숙희 글그림,책읽는곰,9.9,81,"| 판매지수 54,495 판매지수란?","14,000원","12,600원",4-6세
지적 대화를 위한 넓고 얕은 지식 2,채사장 저,웨일북,9.5,251,"| 판매지수 71,976 판매지수란?","16,000원","14,400원",인문/교양
긴 호흡,메리 올리버 저/민승남 역,마음산책,9.3,30,"| 판매지수 14,355 판매지수란?","13,000원","11,700원",외국 에세이
지방 대사 켜는 스위치온 다이어트,박용우 저,루미너스,9.5,131,"| 판매지수 28,569 판매지수란?","16,000원","14,400원",다이어트/미용
설민석의 그리스 로마 신화 대모험 9,"설민석, 남이담 글/라임스튜디오 그림/김헌 감수",단꿈아이,9.9,115,"| 판매지수 15,594 판매지수란?","13,000원","11,700원",1-2학년
햇빛초 대나무 숲의 모든 글이 삭제되었습니다,황지영 글/백두리 그림,우리학교,10.0,48,"| 판매지수 41,346 판매지수란?","14,500원","13,050원",3-4학년
법상의 슬기로운 생활수행,법상 저,열림원,10.0,1,"| 판매지수 4,530 판매지수란?","18,000원","16,200원",한국 에세이
곽수종 박사의 경제대예측 2025 - 2029,곽수종 저,메이트북스,9.6,25,"| 판매지수 12,063 판매지수란?","19,800원","17,820원",경제
더 디너,헤르만 코흐 저/강명순 역,민음사,10.0,5,"| 판매지수 13,221 판매지수란?","17,000원","15,300원",독일소설
사라진 근대사 100장면 ② 반동의 시대,박종인 저,와이즈맵,9.7,6,"| 판매지수 19,554 판매지수란?","19,800원","17,820원",한국사/한국문화
소맥거핀 일상 만화 1,소맥거핀 원저/윤종문 글그림/샌드박스 네트워크 감수,위즈덤하우스,9.7,19,"| 판매지수 16,161 판매지수란?","14,000원","12,600원",3-4학년
처음 읽는 그리스 로마 신화 12,최설희 글/한현동 그림/정수영 편,미래엔아이세움,9.9,88,"| 판매지수 38,676 판매지수란?","15,500원","13,950원",1-2학년
2025 선재국어 예상 기출서 1,"이선재, 선재국어연구소 편저",에스티유니타스,9.9,87,"| 판매지수 35,958 판매지수란?","23,000원","20,700원",공무원
아가미 (리커버),구병모 저,위즈덤하우스,9.5,470,"| 판매지수 25,149 판매지수란?","14,800원","13,320원",한국소설
미움받을 용기 (200만 부 기념 스페셜 에디션),"기시미 이치로, 고가 후미타케 저/전경아 역/김정운 감수",인플루엔셜,9.2,"2,192","| 판매지수 74,856 판매지수란?","15,900원","14,310원",심리
기분이 태도가 되지 말자,김수현(훈글) 저,하이스트,8.8,132,"| 판매지수 76,740 판매지수란?","16,000원","14,400원",삶의 자세와 지...
JLPT(일본어능력시험) 한권으로 끝내기 N5,"이치우, 이한나 저",다락원,9.7,71,"| 판매지수 47,997 판매지수란?","27,000원","24,300원",일본어
ETS 토익 단기공략 850+ (LC+RC),ETS 저,YBM(와이비엠),9.6,109,"| 판매지수 55,440 판매지수란?","19,500원","17,550원",영어
어디 있을까? 숨은그림찾기 1000,레이크 프레스 기획,길벗스쿨,9.7,167,"| 판매지수 75,696 판매지수란?","8,800원","7,920원",4-6세
어떻게 말해줘야 할까,오은영 저/차상미 그림,김영사,9.7,858,"| 판매지수 41,064 판매지수란?","19,800원","17,820원",육아
수레바퀴 아래서 : 오리지널 초판본 표지디자인,헤르만 헤세 저,코너스톤(도서),9.6,136,"| 판매지수 43,680 판매지수란?","7,500","3,300원",독일소설
행복의 조건,조지 베일런트 저/이시형 감수,프런티어,9.2,146,"| 판매지수 9,702 판매지수란?","19,000원","17,100원",인문/교양
미국을 안다는 착각,김봉중 저,빅피시,9.7,19,"| 판매지수 10,164 판매지수란?","18,800원","16,920원",정치/외교
2025 이동기 영어 실전 어휘&생활영어 200제,(주)이앤미래(이동기) 편저,에스티유니타스,10.0,11,"| 판매지수 19,458 판매지수란?","18,000원","16,200원",공무원
늪 100층짜리 집,이와이 도시오 글그림/김숙 역,북뱅크,9.8,83,"| 판매지수 47,565 판매지수란?","15,000원","13,500원",4-6세
